,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER,MAGNET,ALTERNATIVE,lat,lng
334,2020,115914,KIPP ST LOUIS PUBLIC SCHOOLS,1905,KIPP ST. LOUIS HIGH,326,307,*,,*,*,,,312,95.71,9,2.76,*,*,*,*,*,*,*,*,7,2.15,*,*,53,16.26,*,706 N Jefferson Ave.,706 N Jefferson Ave.,St. Louis,631031508,3142411030,8662771941,9,12,46,509,0,509, , , ,Y, , ,115-914-1905,TRUE,FALSE,FALSE,38.63586402,-90.21236
335,2018,115925,HAWTHORN LEADERSHIP SCHL GIRLS,1905,Hawthorn High School,43,42,*,,*,*,,,41,95.35,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,11.63,*,1901 N. Kingshighway Blvd,1901 N. Kingshighway Blvd,St. Louis,631131123,3143615323,3143672035,9,12,11,59,0,59, , , ,Y, , ,115-925-1905,TRUE,FALSE,FALSE,38.66604302,-90.26000601
336,2019,115925,HAWTHORN LEADERSHIP SCHL GIRLS,1905,Hawthorn High School,60,56,*,,*,*,,,53,88.33,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,18.33,*,1901 N. Kingshighway Blvd,1901 N. Kingshighway Blvd,St. Louis,631131123,3143615323,3143672035,9,12,11,59,0,59, , , ,Y, , ,115-925-1905,TRUE,FALSE,FALSE,38.66604302,-90.26000601
337,2020,115925,HAWTHORN LEADERSHIP SCHL GIRLS,1905,Hawthorn High School,43,41,*,,*,*,,,38,88.37,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,18.6,*,1901 N. Kingshighway Blvd,1901 N. Kingshighway Blvd,St. Louis,631131123,3143615323,3143672035,9,12,11,59,0,59, , , ,Y, , ,115-925-1905,TRUE,FALSE,FALSE,38.66604302,-90.26000601
338,2002,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREER CTR.,122,100,72,72,,,*,*,101,82.79,*,*,*,*,*,*,,,20,16.39,*,*,*,*,*,*,,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-115-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
339,2003,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREERS CTR.,260,222,147,66.2,,,*,*,233,89.62,*,*,*,*,*,*,,,25,9.62,*,*,*,*,*,*,,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-115-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
340,2004,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREERS CTR.,305,279,272,97.5,,,*,*,284,93.11,*,*,*,*,*,*,,,20,6.56,*,*,*,*,*,*,,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-115-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
341,2005,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREERS CTR.,336,295,252,85.4,,,*,*,310,92.26,*,*,*,*,*,*,,,25,7.44,*,*,*,*,*,*,,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-115-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
342,2006,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREERS CTR.,319,321,268,,,,*,*,298,93.42,*,*,*,*,*,*,,,21,6.58,*,*,*,*,40,12.54,83.5,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-115-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
343,2007,115115,ST. LOUIS CITY,1910,CONSTRUCTION CAREERS CTR.,362,345,285,,,,*,*,340,93.92,*,*,*,*,*,*,,,22,6.08,*,*,*,*,30,8.29,82.6,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-115-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
344,2008,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,434,408,330,,,,*,*,419,96.54,*,*,*,*,*,*,,,14,3.23,*,*,*,*,28,6.45,80.9,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-901-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
345,2009,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,394,359,297,,,,*,*,378,95.94,*,*,*,*,*,*,,,13,3.3,*,*,*,*,40,10.15,82.7,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-901-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
346,2010,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,378,329,280,,,,*,*,363,96.03,*,*,*,*,*,*,,,13,3.44,*,*,*,*,42,11.11,85.1,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-901-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
347,2011,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,321,291,230,,*,*,,,307,95.64,*,*,*,*,*,*,*,*,13,4.05,*,*,*,*,35,10.9,79,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-901-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
348,2012,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,268,228,201,,*,*,,,254,94.78,*,*,*,*,*,*,*,*,9,3.36,*,*,*,*,35,13.06,88.2,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-901-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
349,2013,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,297,264,235,,*,*,,,273,91.92,*,*,*,*,*,*,*,*,18,6.06,*,*,*,*,53,17.85,89,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-901-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
350,2014,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,212,186,161,,*,*,,,193,91.04,*,*,*,*,*,*,*,*,15,7.08,*,*,*,*,37,17.45,86.6,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-901-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
351,2015,115901,CONSTRUCTION CAREERS CENTER,1910,CONSTRUCTION CAREERS CENTER,162,137,*,,*,*,,,151,93.21,*,*,*,*,*,*,*,*,7,4.32,*,*,*,*,35,21.6,*,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-901-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
352,2016,115920,SOUTH CITY PREPARATORY ACADEMY,1910,ST LOUIS COLLEGE PREP HIGH,76,76,*,,*,*,,,67,88.16,*,*,*,*,*,*,*,*,6,7.89,*,*,*,*,20,26.32,*,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-920-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
353,2017,115920,ST. LOUIS COLLEGE PREP,1910,St. Louis College Prep High,143,147,*,,*,*,,,129,90.21,*,*,*,*,*,*,*,*,10,6.99,*,*,*,*,45,31.47,*,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-920-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
354,2018,115920,ST. LOUIS COLLEGE PREP,1910,St. Louis College Prep High,175,175,*,,*,*,,,160,91.43,5,2.86,*,*,*,*,*,*,6,3.43,*,*,*,*,45,25.71,*,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-920-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
355,2019,115920,ST. LOUIS COLLEGE PREP,1910,St. Louis College Prep High,190,177,*,,*,*,,,175,92.11,6,3.16,*,*,*,*,*,*,6,3.16,*,*,*,*,47,24.74,*,1224 Grattan St,,St. Louis,63104,,,9,12,,,,,,,,,,,115-920-1910,TRUE,FALSE,FALSE,38.617094,-90.20833199
356,2003,115115,ST. LOUIS CITY,1915,YOUTHBUILD ST. LOUIS CHARTER,48,55,43,78.2,,,*,*,42,87.5,*,*,*,*,*,*,,,5,10.42,*,*,*,*,*,*,,1919 S Broadway,,St. Louis,63104,,,12,12,,,,,,,,,,,115-115-1915,TRUE,FALSE,FALSE,38.60669008,-90.20169607
357,2004,115115,ST. LOUIS CITY,1915,YOUTHBUILD ST. LOUIS CHARTER,0,22,*,*,,,*,*,0,*,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1919 S Broadway,,St. Louis,63104,,,12,12,,,,,,,,,,,115-115-1915,TRUE,FALSE,FALSE,38.60669008,-90.20169607
358,2005,115115,ST. LOUIS CITY,1915,YOUTHBUILD ST. LOUIS CHARTER,17,17,7,41.2,,,*,*,15,88.24,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1919 S Broadway,,St. Louis,63104,,,12,12,,,,,,,,,,,115-115-1915,TRUE,FALSE,FALSE,38.60669008,-90.20169607
359,2008,115904,ETHEL HEDGEMAN LYLE ACADEMY,1915,E H LYLE MIDDLE/HIGH,829,823,670,,,,*,*,816,98.43,*,*,*,*,*,*,,,13,1.57,*,*,*,*,74,8.93,81.4,1881 Pine St,,St. Louis,63103,,,6,12,,,,,,,,,,,115-904-1915,TRUE,FALSE,FALSE,38.631245,-90.20689098
360,2009,115904,ETHEL HEDGEMAN LYLE ACADEMY,1915,E H LYLE MIDDLE/HIGH,469,400.69,277,,,,*,*,467,99.57,*,*,*,*,*,*,,,*,*,*,*,*,*,17,3.62,69.3,1881 Pine St,,St. Louis,63103,,,6,12,,,,,,,,,,,115-904-1915,TRUE,FALSE,FALSE,38.631245,-90.20689098
361,2010,115904,ETHEL HEDGEMAN LYLE ACADEMY,1915,E H LYLE MIDDLE/HIGH,323,270,158,,,,*,*,323,100,*,*,*,*,*,*,,,*,*,*,*,*,*,48,14.86,58.5,1881 Pine St,,St. Louis,63103,,,6,12,,,,,,,,,,,115-904-1915,TRUE,FALSE,FALSE,38.631245,-90.20689098
362,2008,115910,THE CAN!  ACADEMIES-ST. LOUIS,1915,THE CAN! ACADEMIES OF ST LOUIS,288,278,198,,,,*,*,286,99.31,*,*,*,*,*,*,,,*,*,*,*,*,*,13,4.51,71.2,4300 Goodfellow Blvd Bldg 101,,St. Louis,63120,,,10,12,,,,,,,,,,,115-910-1915,TRUE,FALSE,TRUE,38.69274902,-90.26679099
363,2009,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,84,73,67,,,,*,*,79,94.05,*,*,*,*,*,*,,,*,*,*,*,*,*,9,10.71,91.8,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
364,2010,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,233,236,210,,,,*,*,217,93.13,11,4.72,*,*,*,*,,,*,*,*,*,*,*,15,6.44,89,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
365,2011,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,425,375,343,,*,*,,,398,93.65,15,3.53,*,*,*,*,*,*,10,2.35,*,*,*,*,56,13.18,91.5,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
366,2012,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,504,478,445,,*,*,,,478,94.84,14,2.78,*,*,5,0.99,*,*,5,0.99,13,2.58,*,*,48,9.52,93.1,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
367,2013,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,466,424,396,,*,*,,,438,93.99,17,3.65,*,*,*,*,*,*,5,1.07,18,3.86,*,*,49,10.52,93.4,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
368,2014,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,511,477,452,,*,*,,,485,94.91,15,2.94,*,*,*,*,*,*,9,1.76,15,2.94,*,*,57,11.15,94.8,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
369,2015,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,473,463.75,*,,*,*,,,456,96.41,10,2.11,*,*,*,*,*,*,*,*,7,1.48,*,*,47,9.94,*,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
370,2016,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,626,583,*,,*,*,,,609,97.28,9,1.44,*,*,6,0.96,*,*,*,*,*,*,*,*,72,11.5,*,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
371,2017,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,764,715,*,,*,*,,,752,98.43,8,1.05,*,*,*,*,*,*,*,*,7,0.92,*,*,102,13.35,*,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
372,2018,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,703,642.57,*,,*,*,,,696,99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,95,13.51,*,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
373,2019,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,673,632,*,,*,*,,,664,98.66,*,*,*,*,*,*,*,*,5,0.74,*,*,*,*,104,15.45,*,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
374,2020,115906,CONFLUENCE ACADEMIES,1920,CONFLUENCE PREPARATORY ACADEMY,413,402.49,*,,*,*,,,405,98.06,7,1.69,*,*,*,*,*,*,*,*,*,*,*,*,61,14.77,*,310 North 15 Street,,St. Louis ,631032378,3145881088,3145881296,9,12,39,386,0,386, , , ,Y, , ,115-906-1920,TRUE,FALSE,FALSE,38.63098101,-90.20077101
375,2009,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,775,769,640,,,,*,*,758,97.81,*,*,6,0.77,*,*,,,5,0.65,*,*,*,*,56,7.23,83.2,706 N Jefferson Ave.,706 N Jefferson Ave.,St. Louis,631031508,,,9,12,,,,,,,,,,,115-908-1925,TRUE,FALSE,FALSE,38.63586402,-90.21236
376,2010,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,655,599,537,,,,*,*,645,98.47,*,*,*,*,*,*,,,5,0.76,*,*,*,*,47,7.18,89.6,706 N Jefferson Ave.,706 N Jefferson Ave.,St. Louis,631031508,,,9,12,,,,,,,,,,,115-908-1925,TRUE,FALSE,FALSE,38.63586402,-90.21236
377,2011,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,746,695.01,600,,*,*,,,735,98.53,*,*,*,*,6,0.8,*,*,*,*,*,*,*,*,46,6.17,86.3,706 N Jefferson Ave.,706 N Jefferson Ave.,St. Louis,631031508,,,9,12,,,,,,,,,,,115-908-1925,TRUE,FALSE,FALSE,38.63586402,-90.21236
378,2012,115908,IMAGINE ACADEMY OF CAREERS,1925,IMAGINE COLLEGE PREP. HIGH,745,689,626,,*,*,,,736,98.79,*,*,*,*,*,*,*,*,*,*,*,*,*,*,59,7.92,90.9,706 N Jefferson Ave.,706 N Jefferson Ave.,St. Louis,631031508,,,9,12,,,,,,,,,,,115-908-1925,TRUE,FALSE,FALSE,38.63586402,-90.21236
379,2011,115917,SHEARWATER EDUCATION FOUNDATN,1930,SHEARWATER HIGH SCHOOL,69,68,*,,*,*,,,67,97.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,19,27.54,*,4470 Finney Ave,,St. Louis,63113,,,12,12,,,,,,,,,,,115-917-1930,TRUE,FALSE,TRUE,38.65325801,-90.25044997
380,2012,115917,SHEARWATER EDUCATION FOUNDATN,1930,SHEARWATER HIGH SCHOOL,64,59,52,,*,*,,,63,98.44,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,23.44,88.1,4470 Finney Ave,,St. Louis,63113,,,12,12,,,,,,,,,,,115-917-1930,TRUE,FALSE,TRUE,38.65325801,-90.25044997
381,2013,115917,SHEARWATER EDUCATION FOUNDATN,1930,SHEARWATER HIGH SCHOOL,33,44,*,,*,*,,,32,96.97,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,39.39,*,4470 Finney Ave,,St. Louis,63113,,,12,12,,,,,,,,,,,115-917-1930,TRUE,FALSE,TRUE,38.65325801,-90.25044997
382,2012,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,315,310,267,,*,*,,,295,93.65,*,*,*,*,*,*,*,*,17,5.4,*,*,*,*,25,7.94,86.1,1731 S Broadway,,St. Louis ,631044050,3142312337,3142311299,9,12,37,357,0,357, , , ,Y, , ,115-902-1935,TRUE,FALSE,FALSE,38.60845498,-90.200538
383,2013,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,320,310,264,,*,*,,,295,92.19,*,*,*,*,*,*,*,*,20,6.25,*,*,*,*,25,7.81,85.2,1731 S Broadway,,St. Louis ,631044050,3142312337,3142311299,9,12,37,357,0,357, , , ,Y, , ,115-902-1935,TRUE,FALSE,FALSE,38.60845498,-90.200538
384,2014,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,326,315,278,,*,*,,,302,92.64,*,*,*,*,*,*,*,*,19,5.83,*,*,*,*,29,8.9,88.3,1731 S Broadway,,St. Louis ,631044050,3142312337,3142311299,9,12,37,357,0,357, , , ,Y, , ,115-902-1935,TRUE,FALSE,FALSE,38.60845498,-90.200538
385,2015,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,318,310,*,,*,*,,,293,92.14,*,*,*,*,*,*,*,*,25,7.86,*,*,*,*,31,9.75,*,1731 S Broadway,,St. Louis ,631044050,3142312337,3142311299,9,12,37,357,0,357, , , ,Y, , ,115-902-1935,TRUE,FALSE,FALSE,38.60845498,-90.200538
386,2016,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,342,329,*,,*,*,,,313,91.52,*,*,*,*,*,*,*,*,27,7.89,*,*,*,*,41,11.99,*,1731 S Broadway,,St. Louis ,631044050,3142312337,3142311299,9,12,37,357,0,357, , , ,Y, , ,115-902-1935,TRUE,FALSE,FALSE,38.60845498,-90.200538
387,2017,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,322,320,*,,*,*,,,287,89.13,*,*,*,*,10,3.11,*,*,18,5.59,*,*,*,*,41,12.73,*,1731 S Broadway,,St. Louis ,631044050,3142312337,3142311299,9,12,37,357,0,357, , , ,Y, , ,115-902-1935,TRUE,FALSE,FALSE,38.60845498,-90.200538
388,2018,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,317,312,*,,*,*,,,283,89.27,*,*,*,*,19,5.99,*,*,9,2.84,*,*,*,*,32,10.09,*,1731 S Broadway,,St. Louis ,631044050,3142312337,3142311299,9,12,37,357,0,357, , , ,Y, , ,115-902-1935,TRUE,FALSE,FALSE,38.60845498,-90.200538
389,2019,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,325,322.5,*,,*,*,,,290,89.23,6,1.85,*,*,19,5.85,*,*,6,1.85,*,*,*,*,30,9.23,*,1731 S Broadway,,St. Louis ,631044050,3142312337,3142311299,9,12,37,357,0,357, , , ,Y, , ,115-902-1935,TRUE,FALSE,FALSE,38.60845498,-90.200538
390,2020,115902,LIFT FOR LIFE ACADEMY,1935,LIFT FOR LIFE ACADEMY HIGH SCH,355,342,*,,*,*,,,322,90.7,*,*,*,*,19,5.35,*,*,5,1.41,*,*,*,*,41,11.55,*,1731 S Broadway,,St. Louis ,631044050,3142312337,3142311299,9,12,37,357,0,357, , , ,Y, , ,115-902-1935,TRUE,FALSE,FALSE,38.60845498,-90.200538
391,2013,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACAD/MID/HIGH,275,269,97,,*,*,,,29,10.55,6,2.18,*,*,30,10.91,*,*,205,74.55,*,*,*,*,34,12.36,36.1,5049 Fyler Avenue,,St. Louis ,631392425,3142614361,3142314364,9,12,32,325,0,325, , , ,Y, , ,115-916-1940,TRUE,FALSE,FALSE,38.60098,-90.27646496
392,2014,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACAD/MID/HIGH,331,319,142,,*,*,,,28,8.46,14,4.23,*,*,40,12.08,*,*,244,73.72,*,*,*,*,38,11.48,44.5,5049 Fyler Avenue,,St. Louis ,631392425,3142614361,3142314364,9,12,32,325,0,325, , , ,Y, , ,115-916-1940,TRUE,FALSE,FALSE,38.60098,-90.27646496
393,2015,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,182,179,101,,*,*,,,17,9.34,12,6.59,*,*,25,13.74,*,*,123,67.58,7,3.85,*,*,19,10.44,56.4,5049 Fyler Avenue,,St. Louis ,631392425,3142614361,3142314364,9,12,32,325,0,325, , , ,Y, , ,115-916-1940,TRUE,FALSE,FALSE,38.60098,-90.27646496
394,2016,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,244,234,130,,9,3.69,,,25,10.25,11,4.51,*,*,25,10.25,*,*,172,70.49,8,3.28,*,*,21,8.61,55.6,5049 Fyler Avenue,,St. Louis ,631392425,3142614361,3142314364,9,12,32,325,0,325, , , ,Y, , ,115-916-1940,TRUE,FALSE,FALSE,38.60098,-90.27646496
395,2017,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,257,242,104,,16,6.23,,,26,10.12,12,4.67,*,*,28,10.89,*,*,173,67.32,6,2.33,*,*,19,7.39,43,5049 Fyler Avenue,,St. Louis ,631392425,3142614361,3142314364,9,12,32,325,0,325, , , ,Y, , ,115-916-1940,TRUE,FALSE,FALSE,38.60098,-90.27646496
396,2018,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,253,247,115,,17,6.72,,,19,7.51,12,4.74,*,*,31,12.25,*,*,173,68.38,14,5.53,*,*,8,3.16,46.6,5049 Fyler Avenue,,St. Louis ,631392425,3142614361,3142314364,9,12,32,325,0,325, , , ,Y, , ,115-916-1940,TRUE,FALSE,FALSE,38.60098,-90.27646496
397,2019,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,259,260,110,,14,5.41,,,30,11.58,10,3.86,*,*,32,12.36,*,*,173,66.8,22,8.49,*,*,6,2.32,42.3,5049 Fyler Avenue,,St. Louis ,631392425,3142614361,3142314364,9,12,32,325,0,325, , , ,Y, , ,115-916-1940,TRUE,FALSE,FALSE,38.60098,-90.27646496
398,2020,115916,GATEWAY SCIENCE ACAD/ST LOUIS,1940,GATEWAY SCIENCE ACADEMY HIGH,290,291,105,,17,5.86,,,30,10.34,18,6.21,*,*,38,13.1,*,*,187,64.48,39,13.45,*,*,8,2.76,36.1,5049 Fyler Avenue,,St. Louis ,631392425,3142614361,3142314364,9,12,32,325,0,325, , , ,Y, , ,115-916-1940,TRUE,FALSE,FALSE,38.60098,-90.27646496
399,2019,115906,CONFLUENCE ACADEMIES,1945,GRAND CENTER ARTS ACADEMY HIGH,388,373.75,*,,*,*,,,287,73.97,16,4.12,*,*,*,*,*,*,81,20.88,*,*,*,*,40,10.31,*,711 North Grand Avenue,,St. Louis ,631031029,3145331791,,9,12,47,386,1,387, , , ,Y, , ,115-906-1945,TRUE,FALSE,FALSE,38.640643,-90.23084998
400,2020,115906,CONFLUENCE ACADEMIES,1945,GRAND CENTER ARTS ACADEMY HIGH,392,357.62,*,,*,*,,,299,76.28,26,6.63,*,*,5,1.28,*,*,60,15.31,*,*,*,*,45,11.48,*,711 North Grand Avenue,,St. Louis ,631031029,3145331791,,9,12,47,386,1,387, , , ,Y, , ,115-906-1945,TRUE,FALSE,FALSE,38.640643,-90.23084998
401,2015,115918,GRAND CENTER ARTS ACADEMY,1945,GRAND CENTER ARTS ACADEMY HIGH,342,327.75,204,,7,2.05,,,208,60.82,12,3.51,*,*,15,4.39,*,*,98,28.65,*,*,*,*,24,7.02,62.5,711 North Grand Avenue,,St. Louis ,631031029,,,6,12,,,,,,,,,,,115-918-1945,TRUE,FALSE,FALSE,38.640643,-90.23084998
402,2016,115918,GRAND CENTER ARTS ACADEMY,1945,GRAND CENTER ARTS ACADEMY HIGH,419,397.55,228,,7,1.67,,,250,59.67,10,2.39,*,*,19,4.53,*,*,132,31.5,*,*,*,*,32,7.64,57.5,711 North Grand Avenue,,St. Louis ,631031029,,,6,12,,,,,,,,,,,115-918-1945,TRUE,FALSE,FALSE,38.640643,-90.23084998
